,PID,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageFinish,GarageCars,PavedDrive,MoSold,SaleCondition,LogSalePrice,ClassPr_S,Latitude,Longitude,LF_median,DistanceFromCenter,total_baths,TotalPorchSF,TotalFinSF
1906,527359070,205000,2-STORY 1946 & NEWER,RL,10480,3,NWAmes,Norm,Norm,2Story,7,6,1976,1976,Hip,Plywood,660.0,3,3,3,3,1,4,400.0,803.0,3,1,SBrkr,0,4,3,7,1,2,2,2,9,1,12.230765258120543,RESIDENTIAL,42.04986,-93.6341769,80.0,2.2507947442419707,2.5,69,2367.0
1907,902134060,96900,2-STORY 1945 & OLDER,RM,7614,3,OldTown,Norm,Norm,2Story,3,5,1905,1950,Gable,MetalSd,0.0,3,3,4,3,2,1,738.0,738.0,4,1,FuseA,0,2,3,7,0,1,1,0,3,1,11.481434797878858,RESIDENTIAL,42.030267,-93.613905,42.0,0.9182979840932544,1.0,329,1376.0
1908,527404150,110000,1-STORY 1946 & NEWER ALL STYLES,RL,7340,2,NAmes,Norm,Norm,1Story,4,6,1971,1971,Gable,HdBoard,0.0,3,3,3,3,1,4,536.0,858.0,3,1,SBrkr,0,2,3,7,0,1,1,2,6,1,11.608235644774552,RESIDENTIAL,42.053503,-93.62805,68.0,2.536991729213395,1.0,0,1180.0
1909,534475100,128000,1-STORY 1946 & NEWER ALL STYLES,RL,9920,3,NAmes,Norm,Norm,1Story,5,5,1954,1954,Gable,HdBoard,110.0,3,3,3,3,1,2,412.0,1056.0,3,1,SBrkr,0,3,3,7,0,2,1,2,2,1,11.759785542901756,RESIDENTIAL,42.035943,-93.62475,80.0,0.572248129426763,2.0,164,1707.0
1910,528363110,350000,1-STORY 1946 & NEWER ALL STYLES,RL,10437,2,NoRidge,Norm,Norm,1Story,8,6,1995,1995,Hip,MetalSd,660.0,4,4,5,4,4,5,413.0,2109.0,5,1,SBrkr,0,2,4,7,1,3,3,2,8,1,12.765688433465597,RESIDENTIAL,42.05162,-93.653929,91.0,3.3266736079404806,3.5,282,3809.0
1911,916460020,178000,1-STORY 1946 & NEWER ALL STYLES,RL,7777,2,Timber,Norm,Norm,1Story,6,5,1996,1996,Gable,VinylSd,203.0,4,3,5,5,1,1,1491.0,1491.0,5,1,SBrkr,0,3,3,7,1,3,2,2,11,1,12.089538829274222,RESIDENTIAL,41.997299,-93.646634,68.0,4.131724338032695,2.0,35,1491.0
1912,528142140,316000,2-STORY 1946 & NEWER,RL,10574,2,NridgHt,Norm,Norm,2Story,8,5,2004,2004,Gable,VinylSd,126.0,4,3,5,5,1,5,292.0,1148.0,5,1,SBrkr,0,4,5,7,1,3,3,2,7,1,12.66349749256905,RESIDENTIAL,42.0599011,-93.654443,85.0,4.047470895787178,3.5,366,3188.0
1913,906392070,194500,1-STORY 1946 & NEWER ALL STYLES,RL,7314,3,CollgCr,Norm,Norm,1Story,7,5,2007,2007,Gable,VinylSd,82.0,4,3,5,4,3,5,508.0,1232.0,5,1,SBrkr,0,2,4,7,0,2,2,2,2,1,12.178187442040638,RESIDENTIAL,42.024327,-93.690111,64.0,5.425997452731224,3.0,132,1956.0
1914,904101110,173000,1-STORY 1946 & NEWER ALL STYLES,RL,15263,2,ClearCr,Feedr,Norm,1Story,5,5,1959,1959,Gable,HdBoard,90.0,3,3,3,4,1,2,656.0,1422.0,4,1,SBrkr,0,3,3,7,2,1,1,2,5,1,12.061046873479915,RESIDENTIAL,42.032432,-93.655538,100.0,2.528740739909062,2.0,132,2441.0
1915,907412070,210000,1-STORY 1946 & NEWER ALL STYLES,RL,8450,3,CollgCr,Norm,Norm,1Story,7,5,2004,2004,Gable,VinylSd,266.0,4,3,5,4,2,5,490.0,1436.0,5,1,SBrkr,0,3,4,7,0,1,2,2,4,1,12.254862809699606,RESIDENTIAL,42.013641,-93.684451,65.0,5.268577559653291,3.0,237,2382.0
1916,903201080,205000,1-1/2 STORY FINISHED ALL AGES,RL,7264,3,BrkSide,Norm,Norm,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,0.0,4,4,4,3,1,1,952.0,952.0,4,0,SBrkr,0,3,5,7,0,1,2,2,10,1,12.230765258120543,RESIDENTIAL,42.0333765,-93.6279815,55.0,0.3777792044529997,2.5,218,1548.0
1917,534401120,163500,1-STORY 1946 & NEWER ALL STYLES,RL,8800,3,NAmes,Norm,Norm,1Story,7,6,1966,1966,Hip,HdBoard,202.0,3,3,3,3,1,3,520.0,1174.0,5,1,SBrkr,0,3,3,7,1,2,2,2,10,1,12.004568269319446,RESIDENTIAL,42.039141,-93.626945,80.0,0.94128468479312,2.5,0,1854.0
1918,902207140,105900,1-STORY 1945 & OLDER,RM,8520,3,OldTown,Norm,Norm,1Story,6,8,1928,2003,Gable,VinylSd,0.0,3,4,4,3,1,1,624.0,624.0,4,1,SBrkr,0,2,3,7,0,1,2,2,5,1,11.570250531589496,RESIDENTIAL,42.030331,-93.606789,60.0,1.5050273262700729,1.0,106,720.0
1919,908127040,94750,1-STORY 1946 & NEWER ALL STYLES,RL,10921,3,Edwards,Norm,Norm,1Story,4,5,1965,1965,Hip,HdBoard,48.0,3,3,3,3,1,2,440.0,960.0,3,1,FuseF,0,3,3,7,0,3,1,1,5,1,11.458997122944671,RESIDENTIAL,42.021195,-93.671455,73.0,3.983053377426849,2.0,120,1480.0
1920,531376070,170000,1-STORY 1946 & NEWER ALL STYLES,RL,9260,3,SawyerW,Norm,Norm,1Story,7,5,2007,2007,Gable,VinylSd,0.0,4,3,5,4,2,1,1162.0,1162.0,5,1,SBrkr,0,3,4,7,0,3,2,2,3,1,12.0435537160324,RESIDENTIAL,42.037258,-93.69124,81.0,5.517671449074671,2.0,32,1162.0
1921,903456090,84500,2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,6780,3,IDOTRR,Norm,Norm,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,0.0,3,2,3,3,3,5,30.0,520.0,4,0,SBrkr,234,2,3,7,0,0,0,0,6,1,11.344506813345266,RESIDENTIAL,42.022825,-93.629501,60.0,0.961559807798253,2.0,53,1244.0
1922,527301170,215000,2-STORY 1946 & NEWER,RL,20544,2,NWAmes,Norm,Norm,2Story,7,6,1986,1991,Gable,Plywood,123.0,3,4,3,4,1,1,791.0,791.0,4,1,SBrkr,0,3,3,7,1,3,2,2,11,1,12.2783933071098,RESIDENTIAL,42.056015,-93.6391494,46.0,3.0374980119345367,2.5,427,2093.0
1923,528240130,185088,2-STORY 1946 & NEWER,RL,8577,2,Gilbert,Norm,Norm,2Story,7,5,2004,2004,Gable,VinylSd,0.0,4,3,5,4,1,1,847.0,847.0,5,1,SBrkr,0,3,4,7,1,3,2,2,4,1,12.128586666638329,RESIDENTIAL,42.061193,-93.642447,63.0,3.673809377178384,2.5,192,1733.0
1924,528275070,236000,2-STORY 1946 & NEWER,RL,8795,2,Gilbert,Norm,Norm,2Story,7,5,2000,2000,Gable,VinylSd,0.0,4,3,5,4,1,5,652.0,952.0,5,1,SBrkr,0,4,4,7,1,3,2,2,4,1,12.371587084007746,RESIDENTIAL,42.05859,-93.642813,68.0,3.422335232917794,2.5,278,2556.0
1925,904302010,108500,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4484,2,SWISU,Norm,Norm,1.5Fin,5,6,1942,1979,Gable,Plywood,0.0,3,3,3,3,1,4,187.0,672.0,3,0,SBrkr,0,2,3,7,0,1,1,2,7,1,11.594505451962652,RESIDENTIAL,42.028004,-93.655924,59.0,2.5730428804612684,2.0,88,1767.0
1926,902306120,129400,2-STORY 1945 & OLDER,RM,6000,3,OldTown,Norm,Norm,2Story,5,9,1905,2005,Gable,MetalSd,0.0,4,3,4,2,1,1,572.0,572.0,5,1,SBrkr,0,3,4,7,0,0,0,0,2,1,11.770663661048935,RESIDENTIAL,42.027073,-93.616998,60.0,0.7801174174224144,1.5,317,1540.0
1927,534251030,172500,SPLIT FOYER,RL,16500,3,NWAmes,Norm,Norm,SFoyer,6,5,1971,1971,Hip,HdBoard,509.0,3,3,3,4,3,5,270.0,1232.0,2,1,SBrkr,0,3,3,7,1,2,2,2,5,1,12.058152515453552,RESIDENTIAL,42.043935,-93.627416,68.0,1.4741110877902377,2.5,20,2282.0
1928,902406020,110000,1-STORY 1946 & NEWER ALL STYLES,RM,9750,3,OldTown,Norm,Norm,1Story,5,6,1959,1959,Gable,MetalSd,164.0,3,3,3,3,1,2,784.0,984.0,4,1,SBrkr,0,2,2,7,0,1,1,0,6,1,11.608235644774552,RESIDENTIAL,42.0272517,-93.6059697,65.0,1.6205939920619237,2.0,0,1184.0
1929,906392080,175900,1-STORY 1946 & NEWER ALL STYLES,RL,7242,3,CollgCr,Norm,Norm,1Story,7,5,2005,2006,Gable,VinylSd,0.0,4,3,5,4,1,1,1270.0,1270.0,5,1,SBrkr,0,2,4,7,0,2,2,2,7,1,12.077670930725647,RESIDENTIAL,42.024635,-93.689884,64.0,5.402949037835569,2.0,96,1270.0
1930,534175080,213250,1-STORY 1946 & NEWER ALL STYLES,RL,10140,3,NWAmes,RRAn,Norm,1Story,7,5,1998,1999,Hip,VinylSd,0.0,4,3,5,5,1,1,379.0,1650.0,5,1,SBrkr,0,3,4,3,1,3,2,2,6,1,12.270220465353926,RESIDENTIAL,42.043673,-93.632647,78.0,1.5645362071092708,3.0,151,2951.0
1931,533242080,204000,1-STORY 1946 & NEWER ALL STYLES,FV,7321,2,Somerst,Norm,Norm,1Story,7,5,1999,2000,Gable,CemntBd,0.0,4,3,5,4,1,1,1339.0,1339.0,5,1,SBrkr,0,3,4,7,0,1,2,2,12,1,12.225875272826354,RESIDENTIAL,42.046137,-93.639931,73.0,2.104475520403864,2.0,350,1358.0
1932,914474020,209000,1-STORY 1946 & NEWER ALL STYLES,RL,9116,3,Mitchel,Norm,Norm,1Story,8,5,2001,2001,Hip,VinylSd,0.0,4,3,5,5,1,1,1491.0,1491.0,5,1,SBrkr,0,3,4,7,0,2,2,2,5,1,12.250089530946948,RESIDENTIAL,41.995987,-93.603671,70.0,4.25322944503627,2.0,220,1491.0
1933,534129040,218500,1-STORY 1946 & NEWER ALL STYLES,RL,10456,2,NWAmes,Norm,Norm,1Story,6,6,1967,1967,Hip,HdBoard,120.0,3,3,3,3,1,5,1323.0,1829.0,4,1,SBrkr,0,4,3,7,0,2,2,2,5,1,12.29454129351778,RESIDENTIAL,42.046322,-93.633351,68.0,1.858653276196652,3.0,76,2335.0
1934,535402270,163000,1-STORY 1946 & NEWER ALL STYLES,RL,11500,2,NAmes,Norm,Norm,1Story,6,4,1967,1967,Gable,HdBoard,0.0,2,3,3,3,1,3,108.0,1040.0,4,1,SBrkr,0,3,3,6,1,2,2,2,5,1,12.0015054797889,RESIDENTIAL,42.040295,-93.610588,77.0,1.5910409126849006,2.0,156,1972.0
1935,535353060,102900,1-STORY 1946 & NEWER ALL STYLES,RL,9533,3,NAmes,Norm,Norm,1Story,5,5,1953,1953,Hip,Wd Sdng,140.0,3,3,2,0,0,0,0.0,0.0,3,1,FuseA,0,2,3,7,0,3,1,2,8,1,11.54151292182214,RESIDENTIAL,42.034686,-93.618607,75.0,0.6822789973599508,1.5,308,1210.0
1936,534475250,175000,1-STORY 1946 & NEWER ALL STYLES,RL,9900,3,NAmes,Feedr,Norm,1Story,6,5,1967,1967,Gable,BrkComm,0.0,4,3,3,3,1,2,507.0,1680.0,3,1,SBrkr,0,2,3,7,0,1,2,2,4,1,12.072541252905651,RESIDENTIAL,42.036182,-93.62568,90.0,0.6010805490901164,2.0,327,2864.0
1937,527425025,128000,1-STORY 1946 & NEWER ALL STYLES,RL,17199,3,NAmes,Norm,Norm,1Story,4,7,1961,1961,Gable,MetalSd,0.0,3,4,4,3,1,4,600.0,914.0,5,1,SBrkr,0,2,3,7,0,1,1,2,7,1,11.759785542901756,RESIDENTIAL,42.0562952,-93.6247461,68.0,2.835014423475847,1.0,140,1228.0
1938,902205140,107900,1-STORY 1946 & NEWER ALL STYLES,RM,6000,3,OldTown,Norm,Norm,1Story,4,7,1954,2000,Gable,MetalSd,0.0,3,3,3,3,1,1,901.0,901.0,5,1,SBrkr,0,2,3,7,0,1,1,2,8,1,11.588960151246226,RESIDENTIAL,42.032381,-93.607724,50.0,1.437663858287971,1.0,0,901.0
1939,906475200,280000,1-STORY 1946 & NEWER ALL STYLES,RL,70761,2,ClearCr,Norm,Norm,1Story,7,5,1975,1975,Gable,Plywood,0.0,3,3,3,4,4,4,878.0,1533.0,3,1,SBrkr,0,2,4,7,2,1,2,2,12,1,12.542544882151386,RESIDENTIAL,42.02438,-93.683877,62.0,4.915244310439278,3.0,254,2188.0
1940,909251090,191000,2-STORY 1945 & OLDER,RL,11526,2,Crawfor,Norm,Norm,2.5Fin,6,7,1922,1994,Gable,MetalSd,0.0,3,3,4,5,1,1,588.0,588.0,2,1,SBrkr,384,3,3,6,1,3,2,2,9,1,12.160028707028768,RESIDENTIAL,42.017834,-93.646438,79.0,2.28352551243184,2.0,431,2555.0
1941,535155110,139400,1-STORY 1946 & NEWER ALL STYLES,RL,9250,3,NAmes,Norm,Norm,1Story,5,7,1954,2005,Gable,Wd Sdng,0.0,3,3,3,3,1,3,108.0,1056.0,3,1,SBrkr,0,3,3,7,0,1,1,2,7,1,11.84510277730856,RESIDENTIAL,42.0423095,-93.6168658,80.0,1.4453941198492828,1.5,390,2004.0
1942,527403310,155000,1-STORY 1946 & NEWER ALL STYLES,RL,9457,3,NAmes,Norm,Norm,1Story,5,6,1970,1990,Gable,MetalSd,0.0,3,3,3,3,1,4,359.0,925.0,3,1,SBrkr,0,3,3,5,0,1,2,2,9,1,11.951180395901384,RESIDENTIAL,42.053407,-93.629118,63.0,2.53668094253796,2.0,252,1988.0
1943,527162080,178750,2-STORY 1946 & NEWER,RL,7875,3,Gilbert,Norm,Norm,2Story,7,5,1996,1996,Gable,HdBoard,0.0,4,3,5,4,1,2,277.0,691.0,4,1,SBrkr,0,3,4,7,0,3,2,2,8,1,12.093743460556254,RESIDENTIAL,42.059562,-93.637865,63.0,3.370008219332509,2.5,44,1967.0
1944,905325030,260000,1-STORY W/FINISHED ATTIC ALL AGES,RL,23595,3,ClearCr,Norm,Norm,1Story,7,6,1979,1979,Shed,Plywood,0.0,4,3,5,4,4,5,74.0,1332.0,3,1,SBrkr,0,0,4,7,1,3,2,2,4,1,12.468436909997664,RESIDENTIAL,42.026547,-93.667904,68.0,3.575144195157572,2.5,268,2782.0
1945,533253160,170000,1-STORY PUD 1946 & NEWER,RL,3876,2,Greens,Norm,Norm,1Story,8,5,1978,1978,Gable,Wd Sdng,0.0,4,3,3,4,4,5,48.0,1226.0,3,1,SBrkr,0,1,4,7,1,3,2,2,7,1,12.0435537160324,RESIDENTIAL,42.043351,-93.649329,40.0,2.446369218587137,2.0,193,2404.0
1946,907125120,126000,1-STORY 1946 & NEWER ALL STYLES,RL,8775,3,CollgCr,Norm,Norm,1Story,5,5,1994,1994,Gable,VinylSd,0.0,3,3,5,4,1,5,495.0,990.0,4,1,SBrkr,0,3,3,7,0,1,1,2,4,1,11.744037185933616,RESIDENTIAL,42.021324,-93.692069,65.0,5.639219140281163,1.0,64,1485.0
1947,903457040,161000,1-1/2 STORY FINISHED ALL AGES,RM,10320,3,IDOTRR,Norm,Norm,1.5Fin,6,5,1915,1950,Gable,MetalSd,0.0,3,3,3,3,1,1,763.0,1138.0,4,1,SBrkr,0,3,3,7,1,1,2,0,5,1,11.9891596439666,RESIDENTIAL,42.0238856,-93.6274918,60.0,0.795918232577849,1.5,170,2555.0
1948,902325160,79000,1-1/2 STORY FINISHED ALL AGES,RM,5000,3,OldTown,Norm,Norm,1.5Fin,5,4,1900,1950,Gable,Wd Sdng,0.0,3,3,4,3,1,1,540.0,540.0,4,0,FuseA,0,3,3,7,0,1,1,2,4,1,11.27720313144916,RESIDENTIAL,42.029281,-93.615365,63.0,0.8135291794586915,1.0,77,1440.0
1949,528235050,183200,2-STORY 1946 & NEWER,RL,7861,2,Gilbert,Norm,Norm,2Story,6,5,2002,2003,Gable,VinylSd,0.0,4,3,5,4,1,5,326.0,783.0,5,1,SBrkr,0,3,4,7,1,3,2,2,6,1,12.118333731222169,RESIDENTIAL,42.060293,-93.642588,68.0,3.5866675192074537,3.5,175,1966.0
1950,528478040,250000,2-STORY 1946 & NEWER,FV,10625,3,Somerst,Norm,Norm,2Story,7,5,2005,2005,Gable,CemntBd,0.0,4,3,5,4,1,1,1026.0,1026.0,5,1,SBrkr,0,3,4,7,1,3,3,2,7,1,12.429216196844385,RESIDENTIAL,42.052275,-93.640924,85.0,2.726050853675228,2.5,364,1958.0
1951,528240040,176000,2-STORY 1946 & NEWER,RL,8029,2,Gilbert,Norm,Norm,2Story,6,5,2005,2005,Gable,VinylSd,0.0,3,3,5,4,1,1,728.0,728.0,5,1,SBrkr,0,3,4,7,0,3,2,2,7,1,12.078239274020287,RESIDENTIAL,42.0609759,-93.641771,51.0,3.6299553965786977,2.5,124,1456.0
1952,528178090,370000,2-STORY 1946 & NEWER,RL,16451,2,NridgHt,Norm,Norm,2Story,8,5,2003,2003,Gable,VinylSd,221.0,4,3,5,5,4,1,1765.0,1765.0,5,1,SBrkr,0,4,4,7,1,3,3,2,7,1,12.821258284620408,RESIDENTIAL,42.058694,-93.654914,112.0,3.9651124208790502,2.5,326,2690.0
1953,923277080,134500,1-STORY 1946 & NEWER ALL STYLES,RL,6600,3,Mitchel,Norm,Norm,1Story,5,6,1982,2005,Gable,HdBoard,0.0,3,3,3,3,1,5,207.0,845.0,4,1,SBrkr,0,3,4,7,0,1,1,2,7,1,11.809319478024031,RESIDENTIAL,41.987289,-93.603886,60.0,5.143095367860572,1.0,0,1483.0
1954,903235010,128000,2-STORY 1945 & OLDER,RM,6155,2,BrkSide,RRNn,Feedr,2Story,6,8,1920,1999,Gable,Wd Sdng,0.0,3,3,4,2,2,1,611.0,611.0,5,1,SBrkr,0,3,3,7,0,3,2,2,6,1,11.759785542901756,RESIDENTIAL,42.031049,-93.624591,60.0,0.0436777458303023,2.0,84,1362.0
1955,923275010,135000,1-STORY 1946 & NEWER ALL STYLES,RL,11000,1,Mitchel,Norm,Norm,1Story,5,6,1976,2003,Gable,Plywood,0.0,3,3,5,4,1,1,0.0,1090.0,3,1,SBrkr,0,3,3,7,0,1,2,2,6,1,11.813030057420567,RESIDENTIAL,41.989768,-93.605119,68.0,4.849219764089784,2.5,132,2268.0
1956,528439060,245000,1-STORY 1946 & NEWER ALL STYLES,RL,9139,2,Somerst,Norm,Norm,1Story,8,5,2006,2006,Hip,VinylSd,206.0,4,3,5,5,3,5,1043.0,1422.0,5,1,SBrkr,0,3,4,7,1,3,2,2,9,1,12.409013489526863,RESIDENTIAL,42.053212,-93.64236,76.0,2.875014946844104,2.0,347,1811.0
1957,907290140,131500,1-STORY PUD 1946 & NEWER,RM,4435,3,CollgCr,Norm,Norm,1Story,6,5,2003,2003,Gable,VinylSd,170.0,4,3,5,4,3,5,189.0,848.0,5,1,SBrkr,0,1,4,7,0,3,2,2,11,1,11.786762130599955,RESIDENTIAL,42.016277,-93.681085,36.0,4.906197356242834,2.0,140,1507.0
1958,535126100,110000,1-STORY 1946 & NEWER ALL STYLES,RL,13560,3,NAmes,Norm,Norm,1Story,6,3,1968,1968,Hip,Wd Sdng,216.0,3,3,3,2,1,1,1392.0,1392.0,4,1,SBrkr,0,2,3,2,2,2,2,2,7,1,11.608235644774552,RESIDENTIAL,42.04579,-93.614216,120.0,1.889817135614961,2.0,240,1392.0
1959,535325320,115000,1-1/2 STORY FINISHED ALL AGES,RL,7150,3,NAmes,Norm,Norm,1.5Fin,4,4,1955,1955,Gable,MetalSd,0.0,3,3,5,3,1,2,1040.0,1190.0,4,1,SBrkr,0,4,2,7,0,1,1,2,8,1,11.652687407345388,RESIDENTIAL,42.03837,-93.61245,55.0,1.3352345842727562,2.0,0,1690.0
1960,527226010,169000,2-STORY 1946 & NEWER,RL,14762,1,Gilbert,Feedr,Norm,2Story,5,6,1948,1950,Gable,Plywood,0.0,3,3,2,0,0,0,0.0,0.0,4,1,SBrkr,53,2,3,7,1,1,2,1,5,1,12.037653993905211,RESIDENTIAL,42.0593867,-93.6220148,68.0,3.1882397192875715,2.0,264,2320.0
1961,535354130,127000,1-1/2 STORY FINISHED ALL AGES,RL,7500,3,NAmes,Norm,Norm,1.5Fin,6,6,1947,1950,Gable,VinylSd,0.0,3,3,3,3,1,1,784.0,784.0,5,1,FuseA,0,3,3,7,0,1,2,2,10,1,11.751942365440728,RESIDENTIAL,42.034617,-93.617182,50.0,0.772703108587796,1.5,28,1312.0
1962,909101070,58500,1-STORY 1945 & OLDER,RL,8212,3,Edwards,Norm,Norm,1Story,3,3,1914,1950,Gable,Stucco,0.0,3,2,4,3,1,2,661.0,864.0,3,0,FuseF,0,2,3,7,0,1,1,2,6,1,10.976782033219948,RESIDENTIAL,42.022089,-93.656718,45.0,2.793217733589944,2.0,96,1067.0
1963,905201030,85000,1-STORY 1945 & OLDER,RL,9259,3,Sawyer,Feedr,Norm,1Story,4,4,1927,1950,Gable,Wd Sdng,0.0,3,3,4,2,1,1,660.0,660.0,3,0,SBrkr,0,2,3,7,0,1,2,0,6,1,11.350406535472452,RESIDENTIAL,42.03387,-93.663619,94.0,3.2078332044150217,1.0,80,756.0
1964,923203190,165000,1-STORY PUD 1946 & NEWER,RM,4500,3,Mitchel,Norm,Norm,1Story,6,5,1999,1999,Hip,VinylSd,425.0,3,3,5,5,1,5,341.0,1224.0,5,1,SBrkr,0,2,3,7,0,3,2,2,6,1,12.013700752882718,RESIDENTIAL,41.992122,-93.60821,68.0,4.518972123267015,3.0,304,2107.0
1965,535383100,106250,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,10800,3,OldTown,Norm,Norm,2Story,4,7,1900,2000,Gable,MetalSd,0.0,3,3,4,0,0,0,0.0,0.0,3,0,FuseA,0,3,3,7,0,0,0,0,8,1,11.573550086786664,RESIDENTIAL,42.035222,-93.612253,60.0,1.1619533871756285,2.0,544,1294.0
1966,531376030,184000,2-STORY 1946 & NEWER,RL,7800,3,SawyerW,Norm,Norm,2Story,7,5,2005,2005,Gable,VinylSd,172.0,4,3,5,4,1,1,891.0,891.0,5,1,SBrkr,0,3,4,7,0,3,2,2,4,1,12.122691036591124,RESIDENTIAL,42.036605,-93.691246,65.0,5.50921208370066,2.5,245,1686.0
1967,902206130,119000,1-1/2 STORY - UNFINISHED ALL AGES,RM,6900,3,OldTown,Norm,Norm,1.5Fin,6,7,1938,2000,Gable,MetalSd,0.0,3,3,5,4,1,1,827.0,827.0,4,1,SBrkr,0,3,2,7,0,1,1,0,1,1,11.686878772093667,RESIDENTIAL,42.0303113,-93.6090761,50.0,1.3163445902404656,1.0,0,1251.0
1968,532478020,275000,1-STORY 1946 & NEWER ALL STYLES,RL,15676,2,Veenker,Norm,Norm,1Story,8,8,1980,1980,Gable,VinylSd,115.0,4,4,3,4,4,4,189.0,2014.0,4,1,SBrkr,0,2,4,3,2,2,3,2,4,1,12.524526376648708,RESIDENTIAL,42.037236,-93.660327,68.0,3.004134616242758,3.0,717,3839.0
1969,532377140,128500,1-STORY 1946 & NEWER ALL STYLES,RL,9945,2,Sawyer,Norm,Norm,1Story,5,5,1961,1961,Hip,Wd Sdng,57.0,3,3,3,3,1,2,161.0,988.0,3,1,SBrkr,0,3,3,7,0,1,2,2,10,1,11.763684183317412,RESIDENTIAL,42.034652,-93.673518,68.0,4.029997117600504,2.0,0,1815.0
1970,528458060,229800,1-STORY 1946 & NEWER ALL STYLES,FV,8640,3,Somerst,Norm,Norm,1Story,7,5,2008,2008,Hip,VinylSd,0.0,4,3,5,4,1,1,1402.0,1402.0,5,1,SBrkr,0,3,4,7,0,2,2,2,5,1,12.344964644396793,RESIDENTIAL,42.051652,-93.650338,72.0,3.1231880618110224,2.0,331,1402.0
1971,533350020,373000,1-STORY 1946 & NEWER ALL STYLES,RL,17778,2,Veenker,Norm,Norm,1Story,8,5,1981,1981,Hip,BrkFace,0.0,4,3,3,4,4,4,0.0,2461.0,4,1,SBrkr,0,2,4,7,2,2,2,2,3,1,12.829333698625952,RESIDENTIAL,42.037103,-93.658232,94.0,2.832697419140737,3.0,266,4958.0
1972,904301100,159900,DUPLEX - ALL STYLES AND AGES,RL,10547,2,Edwards,Norm,Norm,SFoyer,5,5,1978,1978,Gable,Plywood,0.0,3,3,5,4,4,5,0.0,1152.0,3,1,SBrkr,0,2,3,7,0,1,1,0,7,1,11.982303898822046,RESIDENTIAL,42.028049,-93.657107,68.0,2.669484894341025,4.0,0,2304.0
1973,535403010,139000,1-STORY 1946 & NEWER ALL STYLES,RL,10180,2,NAmes,Feedr,Norm,1Story,5,6,1968,1968,Gable,HdBoard,0.0,3,3,3,3,1,2,168.0,912.0,3,1,SBrkr,0,3,3,7,1,3,2,2,6,1,11.842229212112828,RESIDENTIAL,42.040142,-93.610663,78.0,1.5751422656925744,2.0,248,1788.0
1974,923277030,130500,1-STORY 1946 & NEWER ALL STYLES,RL,6600,3,Mitchel,Norm,Norm,1Story,5,9,1982,2008,Gable,VinylSd,0.0,4,4,3,3,1,4,175.0,816.0,5,1,SBrkr,0,3,4,7,1,1,1,2,10,1,11.779128505744886,RESIDENTIAL,41.98811,-93.603917,60.0,5.056424246711949,1.5,0,1457.0
1975,527184110,212000,1-STORY PUD 1946 & NEWER,RL,5118,2,StoneBr,Norm,Norm,1Story,8,5,1990,1990,Gable,CemntBd,0.0,4,3,5,4,4,5,386.0,1312.0,4,1,SBrkr,0,1,4,7,1,2,2,2,8,1,12.26434155365415,RESIDENTIAL,42.059304,-93.631633,35.0,3.216478126436192,2.0,204,2247.0
1976,535152060,139000,1-STORY 1946 & NEWER ALL STYLES,RL,8176,3,NAmes,Norm,Norm,1Story,5,6,1958,1992,Gable,Wd Sdng,0.0,3,3,3,3,1,2,210.0,1056.0,2,1,SBrkr,0,3,3,7,0,2,1,2,8,1,11.842229212112828,RESIDENTIAL,42.043932,-93.617521,70.0,1.5854707681590368,2.0,0,1902.0
1977,527166010,225000,2-STORY 1946 & NEWER,RL,10762,2,Gilbert,Norm,Norm,2Story,7,5,1999,1999,Gable,VinylSd,344.0,4,3,5,4,1,5,284.0,978.0,5,1,SBrkr,0,3,4,7,1,3,2,2,5,1,12.323855681186558,RESIDENTIAL,42.058201,-93.639325,68.0,3.268419725886278,2.5,0,2677.0
1978,903206170,210000,1-1/2 STORY FINISHED ALL AGES,RL,8737,2,BrkSide,Norm,Norm,1.5Fin,6,7,1923,1950,Gable,BrkFace,0.0,3,3,4,4,1,2,765.0,1065.0,5,1,FuseA,0,3,3,7,1,1,2,2,5,1,12.254862809699606,RESIDENTIAL,42.030823,-93.627487,70.0,0.2054269765745418,1.5,182,1935.0
1979,534226120,117500,1-STORY 1946 & NEWER ALL STYLES,RL,9100,3,NAmes,Norm,Norm,1Story,5,6,1965,1965,Gable,VinylSd,0.0,3,3,3,3,1,3,121.0,925.0,5,1,SBrkr,0,2,3,7,0,1,1,2,7,1,11.67419361256635,RESIDENTIAL,42.046635,-93.624612,70.0,1.761063192889191,1.5,0,1729.0
